"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-001","Adl et al. 2019 es la autoridad de clasificación eucariota adoptada en esta parte.","clasificación eucariota de esta parte","respaldado_por","Adl et al. 2019","glosa","n/a","no evaluado","alta","Es una convención documental explícita, no una inferencia sobre la topología.","resuelta","vigente"
"C-449","Al Jewari y Baldauf recuperaron cuatro linajes excavados que se separan sucesivamente antes del resto de Eukaryota.","hipótesis de raíz excavada sucesiva","propuesto_por","Al Jewari y Baldauf 2023","expresa","S103 resumen; figs. 1–3","no evaluado","media","La topología depende de marcadores arqueanos y del tratamiento de heterogeneidad.","sin resolver","vigente"
"C-450","La hipótesis de raíz excavada sucesiva no identifica a Excavata como un único clado hermano del resto.","hipótesis de raíz excavada sucesiva","no_equivale_a*","raíz por monofilia de Excavata","expresa","S103 resumen; fig. 3","no evaluado","alta","Los linajes aparecen como grados sucesivos, no como una sola rama.","resuelta","vigente"
"C-451","Al Jewari y Baldauf atribuyeron parte del conflicto con otras raíces a secuencias atípicas, mosaicos y sensibilidad a datos ausentes en modelos CAT.","análisis de raíz excavada de C-448–C-449","posee_limitacion*","outliers, mosaicos y datos ausentes","expresa","S104 tesis general (sin localizar con mayor precisión); S103 discusión","no evaluado","media","La explicación metodológica es publicada, pero no elimina otros posibles sesgos.","parcialmente resuelta","vigente"
"C-452","Cerón-Romero et al. analizaron 2.786 familias génicas de 158 linajes mediante reconciliación de árboles génicos y árbol de especies.","análisis de Cerón-Romero et al.","tiene_valor_medido","2.786 genes y 158 linajes","expresa","S107 título; Methods","no evaluado","alta","Los recuentos y el método están declarados por la fuente.","resuelta","vigente"
"C-453","Cerón-Romero et al. favorecieron una raíz entre Opisthokonta y todos los demás linajes eucariotas.","hipótesis de raíz Opisthokonta","propuesto_por","Cerón-Romero et al. 2022","expresa","S107 título; resultados","no evaluado","media","La señal procede de reconciliación de miles de árboles génicos, no de una matriz concatenada única.","sin resolver","vigente"
"C-454","La raíz Opisthokonta es incompatible en su posición exacta con Opimoda–Diphoda y con raíces excavadas.","hipótesis de raíz Opisthokonta","incompatible_con","raíces Opimoda–Diphoda y excavadas","sintesis(C-442, C-449, C-453)","S105; S103; S107","no evaluado","alta","Las topologías colocan la primera divergencia en ramas diferentes.","sin resolver","vigente"
"C-455","Williamson et al. analizaron 100 taxones y 93 proteínas relacionadas con la mitocondria.","análisis de Williamson et al.","tiene_valor_medido","100 taxones y 93 proteínas","expresa","S102 §Methods, fig. 1","no evaluado","alta","El muestreo y el número de proteínas están declarados.","resuelta","vigente"
"C-456","Williamson et al. incluyeron todos los supergrupos eucariotas reconocidos por su clasificación de trabajo.","análisis de Williamson et al.","posee_rasgo","muestreo de todos los supergrupos reconocidos","expresa","S102 resumen; Supplementary table 7","no evaluado","media","La cobertura depende de la clasificación y de la disponibilidad de datos.","parcialmente resuelta","vigente"
"C-457","Williamson et al. compararon modelos sitio-homogéneos, mezclas de perfiles y modelos sitio-heterogéneos.","análisis de Williamson et al.","posee_rasgo","comparación de modelos de sustitución","expresa","S102 figs. 1–2; Methods","no evaluado","alta","La comparación fue parte central del diseño.","resuelta","vigente"
"C-458","Williamson et al. aplicaron retirada de sitios rápidos, taxones rápidos y genes divergentes como pruebas de artefacto.","análisis de Williamson et al.","posee_rasgo","pruebas de sensibilidad a ramas y sitios rápidos","expresa","S102 §Methods, Extended Data","no evaluado","alta","Las pruebas examinan clases explícitas de error sistemático.","resuelta","vigente"
"C-459","Williamson et al. recuperaron consistentemente una raíz entre Opimoda+ y Diphoda+.","raíz Opimoda+–Diphoda+ en Williamson et al. 2025","se_recupera_consistentemente_en*","matrices, modelos y pruebas de sensibilidad del estudio","expresa","S102 resumen; figs. 1–2","no evaluado","alta","El resultado se mantuvo en varias matrices, modelos y pruebas de sensibilidad del estudio.","parcialmente resuelta","vigente"
"C-460","Opimoda+ y Diphoda+ amplían o modifican las circunscripciones de Opimoda y Diphoda usadas en 2015.","Opimoda+/Diphoda+","no_equivale_a*","Opimoda/Diphoda sin sufijo","expresa","S102 fig. 1; S105 clasificación: definición (sin localizar)","no evaluado","alta","Los nombres con “+” incorporan linajes cuya posición fue actualizada.","resuelta","vigente"
"C-461","La raíz de Williamson et al. es una inferencia filogenómica y no una observación directa de LECA.","hipótesis Opimoda+–Diphoda+","respaldado_por","filogenómica de proteínas mitocondriales","glosa","n/a","no evaluado","alta","La fuente analiza secuencias actuales y no una célula ancestral.","resuelta","vigente"
"C-462","No existe una posición de raíz eucariota aceptada como consenso universal.","raíz del árbol eucariota","tiene_estado*","sin consenso universal","sintesis(C-442, C-446, C-449, C-453, C-459)","S102 resumen; S137 §Rooting","no evaluado","alta","Estudios recientes y metodológicamente distintos recuperan posiciones incompatibles.","sin resolver","vigente"
"C-463","Stechmann y Cavalier-Smith propusieron la fusión DHFR–TS como sinapomorfía derivada de Bikonta.","fusión DHFR–TS","respaldado_por","hipótesis unikonta–bikonta","expresa","S116 tesis general (sin localizar con mayor precisión)","no evaluado","media","Una fusión compartida puede ser informativa si es única y no revierte.","sin resolver","histórica"
"C-464","DHFR y TS aparecen fusionadas en numerosos eucariotas y separadas en otros.","DHFR y TS","posee_rasgo","estados fusionado y separado en Eukaryota","expresa","S117 fig. 2; Results","no evaluado","alta","La distribución se observa en genomas.","resuelta","vigente"
"C-465","Se han documentado pérdidas de DHFR, TS o del locus fusionado en varios subgrupos.","locus DHFR–TS","pierde_rasgo","componentes en varios linajes","expresa","S117 Results; fig. 2","no evaluado","alta","La ausencia se repite en linajes con genomas disponibles.","parcialmente resuelta","vigente"
"C-466","La fisión de genes y la pérdida diferencial cuestionan el uso de DHFR–TS de C-463 para polarizar por sí solo la raíz.","C-463","cuestionado_por","fisión y pérdida diferencial","expresa","S117 líneas sobre DHFR–TS; Discussion","no evaluado","alta","La historia del locus admite más de un cambio de estado.","resuelta","vigente"
"C-467","La fusión DHFR–TS conserva valor como carácter histórico local, pero no como prueba decisiva de una raíz unikonta–bikonta.","fusión DHFR–TS","tiene_peso_actual*","evidencia auxiliar no decisiva","sintesis(C-463, C-464, C-465, C-466)","S117 Discussion; S120 tesis general","no evaluado","alta","La topología histórica no es recuperada por análisis amplios de cambios raros.","resuelta","vigente"
"C-468","Richards y Cavalier-Smith clasificaron 37 combinaciones de dominios de miosina en el muestreo disponible en 2005.","repertorios de miosina","tiene_valor_medido","37 combinaciones de dominios","expresa","S118 resumen y resultados","no evaluado","media","El recuento depende del muestreo genómico disponible en 2005; el pasaje primario fue verificado el 2026-08-08.","resuelta","histórica"
"C-469","Richards y Cavalier-Smith atribuyeron tres tipos de miosina a LECA en su reconstrucción.","LECA","posee_rasgo","tres tipos de miosina según reconstrucción de 2005","expresa","S118 Results; S119 introducción","no evaluado","media","La reconstrucción fue revisada con mayor muestreo.","parcialmente resuelta","histórica"
"C-470","Sebé-Pedrós et al. incorporaron representantes de todos los supergrupos eucariotas principales de su clasificación de trabajo.","muestreo de Sebé-Pedrós et al.","contiene*","representantes de todos los supergrupos eucariotas principales de su clasificación de trabajo","expresa","S119 introducción; Methods","no evaluado","alta","Se conserva el alcance del muestreo y se retira la prioridad histórica no necesaria.","resuelta","vigente"
"C-471","Sebé-Pedrós et al. declararon que no pretendían inferir el árbol eucariota a partir del contenido de miosinas.","análisis paneucariota de miosinas","no_resuelve*","raíz eucariota por sí solo","expresa","S119 introducción: “We do not aim to infer...”","no evaluado","alta","La fuente limita expresamente el alcance del carácter.","resuelta","vigente"
"C-472","La reconstrucción de repertorios de miosina de C-469 puede alterarse por duplicación, pérdida, convergencia, fisión y transferencia horizontal.","reconstrucción de repertorios de miosina de C-469","posee_limitacion*","duplicación, pérdida, convergencia, fisión y transferencia horizontal","sintesis(C-469)","S119 introducción; Discussion","no evaluado","alta","La fila enlaza la reconstrucción exacta cuestionada; la presencia o ausencia de una clase no implica una sola historia vertical.","resuelta","vigente"
"C-473","Los repertorios de miosina tienen peso actual como evidencia de historia de familias génicas, no como polarizador único de la raíz.","repertorios de miosina","tiene_peso_actual*","evidencia auxiliar no decisiva","sintesis(C-468, C-469, C-470, C-471, C-472)","S119 Discussion; S102 introducción","no evaluado","alta","El muestreo ampliado y la dinámica génica reducen la unicidad del carácter.","resuelta","vigente"
"C-474","Baldauf y Palmer identificaron cuatro inserciones o deleciones compartidas por animales y hongos frente al muestreo externo de 1993.","Opisthokonta","respaldado_por","cuatro inserciones/deleciones históricas","expresa","S122 resumen; Results","no evaluado","media","Los caracteres fueron congruentes en el muestreo histórico, aunque taxones cercanos no estaban representados.","parcialmente resuelta","vigente"
"C-475","Una inserción de 12 aminoácidos en eEF1A fue uno de los caracteres usados para asociar animales y hongos.","animales y hongos","posee_rasgo","inserción de 12 aminoácidos en eEF1A","expresa","S122 resumen; fig. 1","no evaluado","media","La inserción se observó en secuencias comparadas.","parcialmente resuelta","vigente"
"C-476","Tres hendiduras pequeñas en enolasa fueron usadas como caracteres adicionales de la relación animales–hongos.","animales y hongos","posee_rasgo","tres indels en enolasa","expresa","S122 resumen; Results","no evaluado","media","Los caracteres apoyaron la misma relación en un muestreo limitado.","parcialmente resuelta","vigente"
"C-477","Los indels de eEF1A y enolasa registrados en C-475 y C-476 pueden presentar homoplasia, errores de alineamiento y pérdidas secundarias.","indels de C-475 y C-476","posee_limitacion*","homoplasia, errores de alineamiento y pérdidas secundarias","sintesis(C-475, C-476)","S123 tesis general; S120 Discussion","consenso amplio","alta","La fila enlaza los caracteres exactos cuestionados; los cambios raros no son necesariamente únicos ni irreversibles.","resuelta","vigente"
"C-478","Los indels históricos respaldan Opisthokonta, pero no determinan por sí solos la raíz de Eukaryota.","inserciones y deleciones de Opisthokonta","no_resuelve*","raíz eucariota","sintesis(C-474, C-475, C-476, C-477)","S122; S123","no evaluado","alta","Un carácter interno sostiene un nodo sin polarizar necesariamente la primera divergencia.","resuelta","vigente"
